galaxy,n_points,quality_flag,radius_min,radius_max,rmse_baryon_only,rmse_shape_only,rmse_one_global_scale,delta_shape_vs_baryon,delta_global_vs_baryon,inner_rmse,outer_rmse,gas_fraction_proxy,disk_fraction_proxy,bulge_present,surface_brightness_proxy,failure_class
ESO116-G012,15,,0.25,9.86,34.256228959673145,55.42561819176792,33.85949993775598,21.169389232094773,-0.3967290219171673,58.35271596329491,52.73128940326097,0.15159086321066612,0.8484091367893338,False,55.32133333333334,DISK_DOMINATED
ESO444-G084,7,,0.26,4.44,31.693305766747677,31.471727350679757,31.563234820875433,-0.2215784160679206,-0.13007094587224444,33.989680420468986,29.44228350430649,0.6278714771110552,0.3721285228889448,False,6.631428571428572,GAS_DOMINATED
ESO563-G021,30,,0.45,42.41,62.93505741241874,182.4545919801103,60.90378418930495,119.51953456769157,-2.031273223113793,200.03490587168756,162.98893429359592,0.02450931676101567,0.9754906832389844,False,273.6826666666666,DISK_DOMINATED
F561-1,6,,1.61,9.66,4.42316040510831,27.021495914291698,4.491870023904805,22.59833550918339,0.06870961879649506,28.804763507469136,25.111911161258522,0.18325253551285345,0.8167474644871466,False,16.671666666666663,DISK_DOMINATED
F563-1,17,,1.07,20.1,57.23862337544333,60.26040679379948,57.009356836600155,3.0217834183561507,-0.22926653884317716,64.18827616545202,56.54035361431163,0.4448619922849694,0.5551380077150306,False,6.334117647058823,GLOBAL_SHAPE
F563-V1,6,,1.31,7.87,1.9045179143635556,9.670107880027071,1.9123584005146128,7.765589965663516,0.007840486151057258,9.918460737200412,9.415206287030426,0.33435617862082206,0.6656438213791779,False,6.276666666666667,GLOBAL_SHAPE
F563-V2,10,,0.28,10.47,51.070448240065694,59.54574073349049,50.89811283473544,8.475292493424796,-0.1723354053302515,56.69736320647419,62.26395011909608,0.3451139958884384,0.6548860041115615,False,27.042,HSB_CLASS
F565-V2,7,,1.26,8.8,37.81055917316258,40.90554973518223,37.723182974337206,3.094990562019646,-0.08737619882537473,47.20015280986174,35.458725012820786,0.5187086163591003,0.4812913836408997,False,3.752857142857143,INNER_SLOPE
F567-2,5,,1.92,9.59,11.042301659590876,26.842522141185842,10.886217542029499,15.800220481594966,-0.1560841175613774,31.47057755790225,23.25088149471886,0.18369858164858482,0.8163014183514152,False,8.59,DISK_DOMINATED
F568-1,12,,0.44,13.23,59.472239048067344,66.00404998875509,59.24933093843621,6.531810940687741,-0.22290810963113472,71.144602429521,60.427764934519566,0.25611965443903195,0.743880345560968,False,25.302500000000006,DISK_DOMINATED
F568-3,18,,0.64,17.98,33.872109024328516,52.00811381415623,33.681187142078166,18.136004789827716,-0.19092188225035045,50.58754346605561,53.39090045206573,0.18442179390796432,0.8155782060920357,False,24.663333333333338,DISK_DOMINATED
F568-V1,15,,0.39,17.63,55.10144891123267,50.88579858090093,54.78505480836003,-4.215650330331741,-0.3163941028726427,56.36442715950051,45.55467445157223,0.1677946229526803,0.8322053770473197,False,20.50266666666666,DISK_DOMINATED
F571-8,13,,0.22,15.55,47.869589054996254,69.95839563478597,46.53663472767,22.08880657978972,-1.3329543273262559,75.67791322170613,64.65449189981159,0.009344748082269108,0.9906552519177309,False,243.7538461538462,DISK_DOMINATED
F571-V1,7,,1.95,13.59,33.703220222549966,42.753808865754344,33.49967681454662,9.050588643204378,-0.20354340800334825,47.970084653781434,38.37912890697662,0.3802827659168161,0.6197172340831838,False,6.021428571428572,GLOBAL_SHAPE
F574-1,14,,0.47,12.6,36.44732159054748,51.65800074940734,36.1903509756586,15.210679158859861,-0.2569706148888784,54.46243057940022,48.692317034985614,0.11651758813606292,0.8834824118639371,False,23.728571428571435,DISK_DOMINATED
F574-2,5,,2.17,10.83,7.294377305917471,19.79159657239739,7.4415866424071755,12.497219266479917,0.1472093364897047,23.420235120161,16.94620555616522,0.2621988126957235,0.7378011873042765,False,8.534,DISK_DOMINATED
F579-V1,14,,0.42,15.16,38.608677126621565,46.315776375035036,38.290751400235095,7.707099248413471,-0.3179257263864699,43.7520739788397,48.74482849487363,0.07605754114347875,0.9239424588565213,False,44.32071428571428,DISK_DOMINATED
F583-1,25,,0.26,16.26,32.7530184892085,37.65099458226642,32.60740066190365,4.89797609305792,-0.14561782730485362,39.86749375695336,35.48231425580248,0.35320427807722815,0.6467957219227719,False,9.2412,GLOBAL_SHAPE
F583-4,12,,0.22,7.29,19.018287399996733,34.05154302249132,18.876312785896825,15.03325562249459,-0.14197461409990808,36.43599246572507,31.48703888051052,0.07649747632334565,0.9235025236766544,False,20.28083333333333,DISK_DOMINATED
IC2574,34,,0.85,10.23,18.897457874966218,25.725941250468647,18.796741132435482,6.8284833755024295,-0.10071674253073581,27.039832262103424,24.341232049393874,0.3267602932063453,0.6732397067936546,False,4.965588235294117,GLOBAL_SHAPE
IC4202,32,,0.77,25.9,35.22311818624543,134.7005120792939,34.26902692356041,99.47739389304847,-0.9540912626850186,150.99732642525888,116.13898278042484,0.02649735426739849,0.6423149313795083,True,129.87437500000001,INNER_SLOPE
KK98-251,15,,0.25,3.13,7.801556034620339,10.150398831742743,7.745023168461403,2.348842797122404,-0.05653286615893638,8.621012590424318,11.32036847932679,0.6474787163332931,0.3525212836667068,False,4.204666666666667,GAS_DOMINATED
NGC0024,29,,0.21,11.27,32.600734022504845,37.299683658888185,32.1727959695645,4.69894963638334,-0.42793805294034826,34.88511800063645,39.420066987668584,0.05816884765063198,0.9418311523493681,False,128.74586206896547,DISK_DOMINATED
