galaxy_id,distance_mpc,radius_kpc,v_obs,v_obs_err,v_gas,v_disk,v_bulge,v_baryon_ml1,target_archive_accel,d0_shape_response
NGC0300,2.08,4.08,84.1,6.6,9.19,50.65,0.0,51.47697155039329,1084.05181372549,706.8934708916217
NGC0300,2.08,4.54,83.4,6.2,12.0,50.39,0.0,51.799151537452815,941.0590088105729,663.6826348295587
NGC0300,2.08,4.99,81.5,2.7,12.98,49.84,0.0,51.50248537692138,799.5478957915831,623.96819006597
NGC0300,2.08,5.45,80.8,4.0,13.57,49.05,0.0,50.89250828953118,722.6775412844036,585.826393205299
NGC0300,2.08,5.9,82.8,12.4,15.44,48.12,0.0,50.53640272120681,729.1376271186441,550.7708279199737
NGC0300,2.08,6.36,88.2,11.7,20.16,47.07,0.0,51.20557098597769,810.8851415094341,517.103424084714
NGC0300,2.08,6.81,88.5,8.5,24.2,45.98,0.0,51.959603539673004,753.663671071953,486.1602077111999
NGC0300,2.08,7.26,88.4,8.9,27.05,44.86,0.0,52.38436885178631,698.4074242424243,457.06861829458114
NGC0300,2.08,7.71,88.2,10.8,28.23,43.73,0.0,52.05041594454361,657.5867963683529,429.71785538198566
NGC0300,2.08,8.17,89.5,3.1,27.84,42.59,0.0,50.88195849218071,663.5589106487148,403.4501523030034
NGC0300,2.08,8.62,89.7,9.5,26.95,41.5,0.0,49.48285056461481,649.3662993039444,379.3078922111541
NGC0300,2.08,9.07,93.7,7.3,26.46,40.45,0.0,48.335640059897834,710.4030760749724,356.610293173503
NGC0300,2.08,9.53,97.0,5.7,26.26,39.41,0.0,47.357530552173,751.9689716684156,334.81149384815603
NGC0300,2.08,9.96,96.2,1.5,25.18,38.5,0.0,46.003069462808675,716.6824899598394,315.6409751211868
NGC0300,2.08,10.45,94.8,2.1,24.1,37.5,0.0,44.57645118221055,669.8545454545454,295.12997897722556
NGC0300,2.08,10.93,92.5,13.9,23.02,36.62,0.0,43.25441942738337,611.6473193046661,276.3304782142482
NGC0300,2.08,11.32,92.8,10.6,22.03,35.97,0.0,42.18011142706951,603.593480565371,261.9412232137271
NGC0300,2.08,11.8,93.5,12.1,21.74,35.19,0.0,41.36379697271516,595.8717203389831,245.25581482950557
NGC0801,80.7,1.17,123.0,6.2,2.58,183.66,0.0,183.67812063498474,0.0,28835.60000000001
NGC0801,80.7,1.56,142.0,6.2,3.43,210.66,0.0,210.68792205534706,0.0,28533.015841493147
NGC0801,80.7,1.96,205.0,6.2,4.28,232.37,0.0,232.4094131054076,0.0,28225.971126598455
NGC0801,80.7,2.73,228.0,6.2,5.96,264.64,0.0,264.70710455142677,0.0,27644.18130514165
NGC0801,80.7,3.52,238.0,6.2,7.61,281.54,0.0,281.64283001702705,0.0,27059.740852882576
NGC0801,80.7,10.59,229.0,4.2,23.2,269.17,0.0,270.16796423706495,0.0,22349.74723261017
NGC0801,80.7,17.65,225.0,6.9,37.46,243.6,0.0,246.46340823740957,0.0,18464.564462441085
NGC0801,80.7,24.61,220.0,4.0,47.21,226.69,0.0,231.55375229090976,0.0,15296.082471491693
NGC0801,80.7,31.67,222.0,2.4,59.26,219.45,0.0,227.31047072231408,0.0,12637.078078698632
NGC0801,80.7,38.74,219.0,4.1,61.77,202.4,0.0,211.61590890100868,82.07813887454807,10437.479883979988
NGC0801,80.7,45.8,214.0,4.7,58.45,183.36,0.0,192.45075240175083,191.2381637554584,8623.073815438087
NGC0801,80.7,52.86,216.0,2.6,58.96,169.7,0.0,179.65069329117546,272.07015512675,7124.076199717685
NGC0801,80.7,59.82,216.0,8.8,66.89,158.21,0.0,171.7692527782548,286.71554329655635,5901.599103825627
NGC0891,9.91,0.92,234.0,12.0,-5.19,121.44,254.98,282.470193294797,0.0,86727.61967391304
NGC0891,9.91,2.32,192.0,12.0,-10.42,280.89,185.98,337.04054489037367,0.0,75973.09033400385
NGC0891,9.91,3.24,212.0,6.3,-11.44,325.09,158.37,361.794746506911,0.0,69642.7052198988
NGC0891,9.91,4.17,223.0,4.41,-11.64,311.44,139.66,341.5190753091253,0.0,63779.45082736726
NGC0891,9.91,5.1,222.0,4.01,-11.54,293.95,126.35,320.16260962204814,0.0,58409.826772183944
NGC0891,9.91,6.03,224.0,3.85,-11.44,280.55,116.3,303.9158865541583,0.0,53492.27406788204
NGC0891,9.91,6.96,224.0,3.23,-9.02,271.7,108.06,292.53925206713717,0.0,48988.73259997544
NGC0891,9.91,7.89,226.0,3.4,6.44,260.33,101.6,279.5277132951221,0.0,44864.34655416618
NGC0891,9.91,8.8,226.0,3.21,16.24,254.4,96.17,272.4550724431461,0.0,41164.97767847789
NGC0891,9.91,9.73,227.0,2.75,25.64,241.26,91.46,259.2850338912757,0.0,37699.27749595777
NGC0891,9.91,10.64,227.0,2.65,32.27,231.49,87.46,249.55605502571962,0.0,34590.71703501129
NGC0891,9.91,11.58,224.0,2.35,35.44,224.36,83.84,242.12093837584558,0.0,31648.564046953605
NGC0891,9.91,12.52,220.0,2.43,42.18,213.5,80.63,232.08317323752706,0.0,28956.659245320483
NGC0891,9.91,13.46,218.0,2.3,46.37,208.0,77.76,226.8497178750725,0.0,26493.71748448456
NGC0891,9.91,14.4,217.0,2.77,49.33,200.84,75.18,220.0504189952839,0.0,24240.264051217015
NGC0891,9.91,15.33,216.0,4.43,49.33,193.84,72.86,212.87548966473335,87.41199608610619,22199.464024485533
NGC0891,9.91,16.27,210.0,4.47,47.29,188.07,70.73,206.4204493261266,91.61635525507086,20311.263229260305
NGC0891,9.91,17.11,208.0,4.35,45.04,182.56,68.97,200.283838838784,184.12530099357107,18760.238438472163
NGC1003,11.4,1.25,47.0,7.6,2.05,56.98,0.0,57.01686504886076,0.0,2600.7383199999995
NGC1003,11.4,2.08,59.5,4.5,6.07,64.63,0.0,64.91441904538621,0.0,2487.765827132696
NGC1003,11.4,2.9,71.6,3.7,10.81,74.91,0.0,75.68595774646707,0.0,2380.9743370970355
NGC1003,11.4,3.73,77.6,3.1,14.74,77.71,0.0,79.09558584396477,0.0,2277.5480891556713
NGC1003,11.4,4.56,83.4,3.6,17.0,79.57,0.0,81.36574770749667,73.50331140350926,2178.6145350651236
NGC1003,11.4,5.39,89.7,3.8,19.26,79.39,0.0,81.69283750733598,254.6141558441558,2083.978518388425
NGC1003,11.4,6.22,93.8,2.4,21.62,73.38,0.0,76.49868495601739,473.6963344051444,1993.45336001561
NGC1003,11.4,7.04,99.0,3.0,23.59,69.52,0.0,73.41334006840991,626.6308948863636,1907.8810556166773
NGC1003,11.4,7.87,103.0,2.5,27.03,65.95,0.0,71.27428287959128,702.5383227445999,1825.0053286395325
NGC1003,11.4,8.7,100.0,2.3,28.5,62.8,0.0,68.96441111181912,602.748275862069,1745.7296091690246
NGC1003,11.4,9.54,98.3,2.0,29.19,59.81,0.0,66.5529278093759,548.5951572327044,1669.004254536647
NGC1003,11.4,10.34,98.4,1.7,29.29,56.87,0.0,63.969531810073455,540.66334622824,1599.069762694264
NGC1003,11.4,11.21,94.5,1.8,30.27,54.18,0.0,62.062430664613835,453.03342551293485,1526.338119647005
NGC1003,11.4,11.98,94.9,2.4,31.35,52.09,0.0,60.79630416398681,443.2236560934892,1464.7309025022757
NGC1003,11.4,12.85,95.3,1.6,32.24,49.97,0.0,59.46779380471416,431.569766536965,1398.1094906999606
NGC1003,11.4,13.72,96.9,1.8,32.83,48.07,0.0,58.21111405908669,437.39622448979594,1334.51826860891
NGC1003,11.4,14.49,97.2,1.3,33.03,46.57,0.0,57.09418359167596,427.059641131815,1280.6534298163026
NGC1003,11.4,15.36,100.0,1.8,33.12,45.03,0.0,55.8984373663522,447.61488932291667,1222.4045464356868
NGC1003,11.4,16.13,104.0,2.7,32.83,43.81,0.0,54.746004420414096,484.7411655300682,1173.0649267527397
NGC1003,11.4,17.0,104.0,3.2,33.52,42.53,0.0,54.151558610994755,463.7416882352941,1119.7095688350928
NGC1003,11.4,17.78,105.0,3.4,32.34,41.49,0.0,52.60509195885889,464.4378121484814,1073.9402210780233
NGC1003,11.4,18.65,109.0,3.9,31.65,40.42,0.0,51.33711035888171,495.7373243967829,1025.0934236237742
NGC1003,11.4,19.52,110.0,3.8,29.88,39.42,0.0,49.46464191723215,494.53120901639346,978.4683602797729
NGC1003,11.4,20.29,107.0,3.8,29.39,38.61,0.0,48.5232336103026,448.2255199605718,938.9746780051373
NGC1003,11.4,21.16,106.0,3.8,29.0,37.75,0.0,47.603177414958346,423.9100897920605,896.2666156651818
NGC1003,11.4,21.93,106.0,4.0,27.91,37.04,0.0,46.378116606865355,414.2758914728682,860.0908225692023
NGC1003,11.4,22.8,108.0,3.4,27.03,36.29,0.0,45.25024861810154,421.77258771929826,820.9706915062982
NGC1003,11.4,23.67,109.0,3.2,25.65,35.58,0.0,43.86181596787802,420.6650232361639,783.6298895726218
NGC1003,11.4,24.44,110.0,3.3,26.24,34.99,0.0,43.73600004572892,416.82333469721766,752.0004254672727
NGC1003,11.4,25.31,110.0,2.7,25.85,34.35,0.0,42.9900569899599,405.05156064796523,717.796647875782
NGC1003,11.4,26.08,110.0,2.4,25.26,33.82,0.0,42.2120835780467,395.6342024539877,688.8243950163245
NGC1003,11.4,26.95,113.0,2.5,26.83,33.25,0.0,42.72483352805485,406.0700779220779,657.4940983717556
NGC1003,11.4,27.73,114.0,2.2,30.76,32.76,0.0,44.93768129309744,395.8386152181753,635.7085332226593
NGC1003,11.4,28.6,112.0,1.7,31.75,32.24,0.0,45.24908949360197,367.0111853146853,606.7941436199543
NGC1003,11.4,29.47,113.0,1.8,34.6,31.75,0.0,46.95979663499406,358.45868680013575,582.4340775444338
NGC1003,11.4,30.24,115.0,1.6,37.45,31.33,0.0,48.82695362194943,358.4963161375661,562.9343686063803
NGC1090,37.0,0.35,20.9,9.81,-0.82,48.76,0.0,48.76689450846752,0.0,6794.885714285715
NGC1090,37.0,1.07,61.7,8.19,-2.5,98.26,0.0,98.2917982336268,0.0,8771.183689713027
NGC1090,37.0,1.6,81.3,4.32,-3.73,114.22,0.0,114.28088772843864,0.0,8524.735529587608
NGC1090,37.0,3.7,124.0,3.41,-7.4,144.04,0.0,144.2299608264524,0.0,7614.454823832024
NGC1090,37.0,5.09,156.0,7.02,-9.39,154.24,0.0,154.52556325734588,89.95094302553993,7066.064783637323
NGC1090,37.0,6.61,166.0,6.34,-10.89,166.19,0.0,166.54641455161982,0.0,6511.491467442804
NGC1090,37.0,8.17,165.0,12.1,-5.79,171.87,0.0,171.96749983645165,0.0,5987.550667740223
NGC1090,37.0,9.11,174.0,4.84,9.64,169.05,0.0,169.32463524248325,176.19845225027407,5692.4211477998515
NGC1090,37.0,10.37,164.0,5.86,17.85,166.21,0.0,167.16574589311054,0.0,5319.511638587041
NGC1090,37.0,11.28,176.0,7.35,22.68,167.76,0.0,169.28614828154133,205.5141843971632,5065.475122052016
NGC1090,37.0,13.62,174.0,3.28,31.86,164.88,0.0,167.92996754599818,152.3881057268721,4466.561059509025
NGC1090,37.0,15.04,168.0,2.23,35.59,159.31,0.0,163.23701847313924,104.89865691489344,4138.199980980855
NGC1090,37.0,16.37,166.0,2.23,38.11,153.0,0.0,157.67489368951544,164.6076908979843,3852.578331995527
NGC1090,37.0,17.59,167.0,4.59,40.13,146.12,0.0,151.53043027722188,280.1323877202956,3607.9486924994053
NGC1090,37.0,18.8,167.0,5.3,41.74,140.2,0.0,146.28146704213765,345.25172340425513,3380.669862149625
NGC1090,37.0,20.13,165.0,3.48,42.85,134.43,0.0,141.09410831072998,363.50981619473407,3147.333506937206
NGC1090,37.0,21.35,165.0,3.12,43.55,129.7,0.0,136.81627278946024,398.4218969555036,2947.4852508273007
NGC1090,37.0,22.57,165.0,2.39,44.16,125.69,0.0,133.22192649860608,419.89004430660157,2760.3268877275063
NGC1090,37.0,23.89,165.0,2.23,45.07,121.68,0.0,129.75872725947954,434.81258685642524,2571.1893049968885
NGC1090,37.0,25.11,163.0,2.23,46.68,118.15,0.0,127.03717920357016,415.39446833930714,2407.9248471313754
NGC1090,37.0,26.33,162.0,2.23,48.39,114.89,0.0,124.66476727608327,406.48293961260913,2255.027297354006
NGC1090,37.0,27.65,162.0,2.23,50.01,111.67,0.0,122.35681019052434,407.69660036166357,2100.5128396970617
NGC1090,37.0,28.87,162.0,2.23,51.42,108.99,0.0,120.51073188724729,405.9980429511603,1967.1352274978285
NGC1090,37.0,30.09,160.0,2.23,52.53,106.1,0.0,118.391768717255,384.9580957128614,1842.2267791617096
NGC1705,5.73,0.22,50.2,7.5,5.62,33.24,0.0,33.71174869389009,6288.900000000002,5165.827272727272
NGC1705,5.73,0.66,62.2,7.51,13.36,44.88,0.0,46.8263173867004,2539.599999999999,4587.840494559816
NGC1705,5.73,1.11,72.4,5.35,17.38,43.65,0.0,46.98283622771192,2733.66945945946,4063.549625822624
NGC1705,5.73,1.55,73.2,3.31,17.38,39.37,0.0,43.03558178995608,2262.0507741935494,3608.8929305528227
NGC1705,5.73,2.0,72.9,3.21,17.17,35.3,0.0,39.2542851164048,1886.7555500000008,3196.474579918645
NGC1705,5.73,2.45,72.6,2.73,16.22,31.81,0.0,35.70664503982417,1630.9369387755098,2831.1867203278134
NGC1705,5.73,2.89,71.5,3.41,15.26,28.94,0.0,32.71683358761969,1398.5670588235294,2514.414903447293
NGC1705,5.73,3.34,71.1,4.38,14.31,26.66,0.0,30.257754378010276,1239.4246407185628,2227.071702292562
NGC1705,5.73,3.78,71.4,4.6,13.46,24.88,0.0,28.287559102898925,1136.977248677249,1977.8922524197806
NGC1705,5.73,4.22,71.5,5.68,13.36,23.42,0.0,26.962677908546105,1039.162085308057,1756.592640531105
NGC1705,5.73,4.66,71.5,6.2,13.36,22.2,0.0,25.910028946336592,952.9872103004292,1560.0534867321774
NGC1705,5.73,5.11,71.3,6.43,13.46,21.14,0.0,25.06134872667471,871.9410567514675,1381.7731391906318
NGC1705,5.73,5.56,71.8,9.68,13.46,20.22,0.0,24.290327292978166,821.0827338129495,1223.866376651042
NGC1705,5.73,6.0,71.5,10.5,14.31,19.44,0.0,24.13896642360646,754.9267166666667,1086.9321458681845
NGC2366,3.27,0.12,4.2,3.15,-0.46,3.95,0.0,3.9766946073340863,15.215833333333311,131.7841666666667
NGC2366,3.27,0.36,9.41,1.83,-0.53,11.2,0.0,11.2125331660602,0.0,341.0448055288625
NGC2366,3.27,0.59,15.3,1.37,1.73,15.88,0.0,15.973956929953205,0.0,403.9934086766595
NGC2366,3.27,0.83,18.4,1.64,4.19,19.68,0.0,20.121095894607727,0.0,434.21168872646217
NGC2366,3.27,1.07,23.4,2.08,6.57,22.21,0.0,23.16136869876217,10.384112149532594,420.83280744479316
NGC2366,3.27,1.31,28.1,2.46,9.69,23.33,0.0,25.26232372526328,115.59160305343525,394.7114804765984
NGC2366,3.27,1.54,33.1,2.01,12.94,22.77,0.0,26.190007636501367,266.0347402597404,371.201312935384
NGC2366,3.27,1.79,37.5,1.62,15.67,22.48,0.0,27.402541852901166,366.11770949720665,347.2322834723347
NGC2366,3.27,2.02,40.5,1.68,17.89,22.28,0.0,28.573597953355474,407.8215346534653,326.55011544850134
NGC2366,3.27,2.26,42.3,1.69,19.31,22.0,0.0,29.2724460884293,412.57252212389375,306.2809677341777
NGC2366,3.27,2.49,45.2,1.91,20.12,21.29,0.0,29.29297697401205,475.88815261044175,288.0379795712258
NGC2366,3.27,2.74,47.4,1.95,21.03,20.52,0.0,29.382499893644177,504.9009854014597,269.43893215885396
NGC2366,3.27,2.97,48.1,1.74,22.14,19.83,0.0,29.722188681185642,481.5493265993266,253.3903631394481
NGC2366,3.27,3.21,48.8,1.08,23.15,19.12,0.0,30.02493796829562,461.0414641744547,237.66228203678025
NGC2366,3.27,3.44,50.7,1.55,23.96,18.46,0.0,30.246540298024172,481.28976744186053,223.50642302258237
NGC2366,3.27,3.69,52.1,2.78,24.56,17.79,0.0,30.32618835264333,486.3773170731708,209.07427568925223
NGC2366,3.27,3.92,53.0,2.98,25.07,17.2,0.0,30.403040966324404,480.779362244898,196.62120175262072
NGC2366,3.27,4.16,53.7,2.39,25.27,16.63,0.0,30.251112376241636,473.2115865384617,184.41681414547497
NGC2366,3.27,4.4,51.2,2.21,25.47,16.1,0.0,30.131891742803006,389.4338863636365,172.9699596809292
NGC2366,3.27,4.64,51.6,1.45,25.68,15.61,0.0,30.052196259175467,379.1865301724138,162.23361785450518
NGC2366,3.27,4.87,51.5,1.84,26.18,15.18,0.0,30.262597376960226,356.55548254620123,152.57051017906753
NGC2366,3.27,5.11,50.4,2.53,26.59,14.76,0.0,30.41193351301426,316.10064579256357,143.10037355571382
NGC2366,3.27,5.35,48.5,4.6,26.69,14.37,0.0,30.312588144201744,267.9246728971963,134.21805359207846
NGC2366,3.27,5.59,50.0,5.91,26.59,14.01,0.0,30.05508609204106,285.63359570661896,125.88706418039082
NGC2366,3.27,5.82,49.0,7.42,26.28,13.7,0.0,29.636605743573266,261.6274226804124,118.38886330065209
NGC2366,3.27,6.06,49.4,5.92,26.18,13.37,0.0,29.396416448267974,260.1007755775577,111.04040055496912
NGC2403,3.16,0.16,24.5,2.83,0.0,23.21,0.0,23.21,384.6618749999997,3366.900625
NGC2403,3.16,0.26,35.3,2.46,0.0,35.33,0.0,35.33,0.0,4774.801084438077
NGC2403,3.16,0.36,43.2,1.12,1.92,46.97,0.0,47.00922569028339,0.0,6075.642390466313
NGC2403,3.16,0.46,52.0,1.25,2.29,56.68,0.0,56.726241722856976,0.0,6885.562237484403
NGC2403,3.16,0.56,60.9,2.93,2.64,63.77,0.0,63.8246229914443,0.0,7111.277949795075
NGC2403,3.16,0.66,65.8,1.25,3.0,67.56,0.0,67.62657465819188,0.0,7056.357965063953
NGC2403,3.16,0.76,71.7,1.25,3.34,70.83,0.0,70.9087053893949,148.48092105263086,7001.86212417085
NGC2403,3.16,0.86,74.6,1.6,3.68,72.8,0.0,72.89295164829038,292.7646511627911,6947.787151477653
NGC2403,3.16,0.96,74.6,1.03,4.02,74.87,0.0,74.9778453944897,0.0,6894.129796643808
NGC2403,3.16,1.06,76.6,1.12,4.37,77.12,0.0,77.24371366007722,0.0,6840.88683443095
NGC2403,3.16,1.16,78.5,1.6,4.75,79.47,0.0,79.61182952300493,0.0,6788.055064509045
NGC2403,3.16,1.27,83.4,1.8,5.15,82.18,0.0,82.34121021699889,138.17724409448738,6730.411255328387
NGC2403,3.16,1.36,86.4,1.6,5.51,85.19,0.0,85.36800454502846,130.34102941176582,6703.570917122388
NGC2403,3.16,1.47,87.4,1.41,5.76,87.94,0.0,88.12843581954691,0.0,6646.644542910137
NGC2403,3.16,1.57,90.3,1.41,5.98,90.77,0.0,90.96677030652457,0.0,6595.312894873463
NGC2403,3.16,1.67,93.3,1.6,6.21,93.98,0.0,94.184948372869,0.0,6585.565768476049
NGC2403,3.16,1.77,93.3,1.41,6.42,96.86,0.0,97.07252958484186,0.0,6546.618597627467
NGC2403,3.16,1.87,95.2,1.25,6.61,99.21,0.0,99.42995625061896,0.0,6496.059444130655
NGC2403,3.16,1.97,97.2,1.6,6.81,101.42,0.0,101.64837677011866,0.0,6445.890756026653
NGC2403,3.16,2.08,99.1,2.02,7.01,103.79,0.0,104.02645913420298,0.0,6391.15258828808
NGC2403,3.16,2.18,98.2,2.02,7.27,106.07,0.0,106.31884969279906,0.0,6341.794089711439
NGC2403,3.16,2.28,98.2,1.6,7.54,106.73,0.0,106.99600226176678,0.0,6292.816783939708
NGC2403,3.16,2.37,98.2,1.0,7.81,106.19,0.0,106.47681531676274,0.0,6249.060694964793
NGC2403,3.16,2.47,97.2,1.12,8.25,105.57,0.0,105.8918665431864,0.0,6200.799563790582
NGC2403,3.16,2.57,98.2,1.41,8.77,105.08,0.0,105.44533797186104,0.0,6152.911150516855
NGC2403,3.16,2.68,98.2,1.12,9.31,104.39,0.0,104.8043329256954,0.0,6100.660950290821
NGC2403,3.16,2.78,98.2,1.6,9.95,103.8,0.0,104.27580016475538,0.0,6053.545901687019
NGC2403,3.16,2.88,99.1,2.69,10.97,103.16,0.0,103.74163339759018,0.0,6006.794719854872
NGC2403,3.16,2.98,100.0,2.69,11.96,102.68,0.0,103.37419407182821,0.0,5960.404594672529
NGC2403,3.16,3.08,102.0,3.16,13.06,102.46,0.0,103.28898876453384,0.0,5914.37273772055
NGC2403,3.16,3.19,101.0,3.4,14.06,102.29,0.0,103.25176850785657,0.0,5864.148193241092
NGC2403,3.16,3.29,101.0,3.4,15.05,102.51,0.0,103.60889247550135,0.0,5818.859718861723
NGC2403,3.16,3.39,103.0,2.93,16.15,102.82,0.0,104.08061731177423,0.0,5773.921004727839
NGC2403,3.16,3.49,107.0,2.46,17.15,103.06,0.0,104.47720373363751,152.86931232091686,5729.329349661467
NGC2403,3.16,3.59,110.0,2.46,18.14,102.95,0.0,104.53593688296863,326.5286629526463,5685.082073345673
NGC2403,3.16,3.69,112.0,3.4,19.24,103.12,0.0,104.8995328874252,417.3680216802167,5641.176516163461
NGC2403,3.16,3.79,114.0,5.1,20.24,102.93,0.0,104.90110819243047,525.5296833773077,5597.610039037898
NGC2403,3.16,3.9,118.0,5.1,21.03,102.5,0.0,104.635132245341,762.9459230769232,5550.075426856409
NGC2403,3.16,3.99,118.0,4.85,21.83,101.99,0.0,104.30009108337345,763.2809523809533,5511.483870398767
NGC2403,3.16,4.47,118.0,5.36,25.72,99.49,0.0,102.76078288919368,752.62225950783,5310.148948534223
NGC2403,3.16,4.97,121.0,2.57,27.81,97.06,0.0,100.96553718967677,894.7606237424542,5108.241906356919
NGC2403,3.16,5.47,124.0,0.22,29.41,94.4,0.0,98.87521479116998,1023.7096709323587,4914.011947078024
NGC2403,3.16,5.96,125.0,0.88,30.7,91.13,0.0,96.16219059484865,1070.106224832215,4730.833521070447
NGC2403,3.16,6.46,126.0,0.45,31.7,87.9,0.0,93.44142550282504,1105.9907120743032,4550.95370742864
NGC2403,3.16,6.96,126.0,0.55,33.29,84.95,0.0,91.23993971940139,1084.9530747126437,4377.9134384911
NGC2403,3.16,7.45,126.0,0.45,34.99,81.98,0.0,89.13484447734231,1064.5610067114092,4214.719025962848
NGC2403,3.16,7.95,126.0,0.24,36.58,79.11,0.0,87.15783671018917,1041.4479874213837,4054.4633607473816
NGC2403,3.16,8.45,127.0,1.45,38.38,76.42,0.0,85.51631891048632,1043.308781065089,3900.3010740170384
NGC2403,3.16,8.94,128.0,1.12,39.97,74.09,0.0,84.18389988590455,1039.9408277404923,3754.910501224695
NGC2403,3.16,9.44,128.0,1.68,41.47,71.75,0.0,82.87233193291956,1008.0695550847457,3612.1380704905164
NGC2403,3.16,9.94,127.0,2.56,42.57,69.58,0.0,81.5694875550901,953.2614386317908,3474.7942556903513
NGC2403,3.16,10.43,127.0,1.24,43.96,67.61,0.0,80.64486158460439,922.8577468839884,3345.2651968861687
NGC2403,3.16,10.93,128.0,0.21,45.06,65.75,0.0,79.70863253123842,917.706669716377,3218.0686516012374
NGC2403,3.16,11.43,130.0,1.13,45.76,64.12,0.0,78.77405664303446,935.6647419072616,3095.7084825615975
NGC2403,3.16,11.92,130.0,2.23,46.15,62.55,0.0,77.73239350489601,910.8787751677853,2980.3105117546443
NGC2403,3.16,12.42,132.0,2.68,46.65,61.06,0.0,76.84104437083087,927.4922624798712,2866.990586827791
NGC2403,3.16,12.92,133.0,2.68,46.95,59.67,0.0,75.92635510809143,922.9248142414859,2757.9794093736523
NGC2403,3.16,13.42,133.0,3.37,46.75,58.37,0.0,74.7838177682846,901.3696423248882,2653.113148496685
NGC2403,3.16,13.91,133.0,3.81,46.25,57.26,0.0,73.60550319099788,882.187627606039,2554.2136961152955
NGC2403,3.16,14.41,133.0,2.56,45.95,56.12,0.0,72.53176476551498,862.466557945871,2457.095190124281
NGC2403,3.16,14.91,134.0,0.56,45.66,55.05,0.0,71.52159184470099,861.2113950368879,2363.6694073460008
NGC2403,3.16,15.4,134.0,0.79,45.26,54.06,0.0,70.50497287425901,843.184987012987,2275.559478777887
NGC2403,3.16,15.9,133.0,0.67,44.76,53.11,0.0,69.45595510825547,809.1113396226416,2189.036202668016
NGC2403,3.16,16.4,134.0,2.35,44.16,52.26,0.0,68.41939198794446,809.4382195121952,2105.802788844146
NGC2403,3.16,16.89,134.0,4.13,43.36,51.43,0.0,67.26911995856642,795.1962995855536,2027.3052913823822
NGC2403,3.16,17.39,136.0,3.91,42.67,50.61,0.0,66.19743952752252,811.6100632547441,1950.2213491162424
NGC2403,3.16,17.89,136.0,6.38,41.87,49.84,0.0,65.09318320684586,797.0306036892117,1876.0683586808643
NGC2403,3.16,18.38,135.0,8.39,41.07,49.16,0.0,64.05818058608908,768.31063656148,1806.1346155954166
NGC2403,3.16,18.88,133.0,7.83,40.27,48.46,0.0,63.00828913722384,726.6395921610169,1737.4602146429581
NGC2403,3.16,19.38,134.0,6.26,39.87,47.78,0.0,62.22977824161034,726.7004489164087,1671.3970107216942
NGC2403,3.16,19.87,136.0,5.6,39.87,47.15,0.0,61.74738375024483,738.9663110216406,1609.0927516040872
NGC2403,3.16,20.37,135.0,5.24,39.87,46.52,0.0,61.267669288132716,710.4208492881688,1547.9104455682084
NGC2403,3.16,20.87,134.0,3.12,39.87,45.97,0.0,60.85111174004958,682.9488356492573,1489.0544656985098
NGC2683,9.81,2.89,189.0,10.0,7.68,203.92,89.57,222.856756011569,0.0,17185.167370242212
NGC2683,9.81,5.77,212.0,5.0,21.36,229.24,63.44,238.81344350768867,0.0,15020.92409447546
NGC2683,9.81,8.66,206.0,5.0,17.89,197.87,51.78,205.3138022637543,32.59152424942238,13123.103701026721
NGC2683,9.81,11.54,200.0,5.0,24.41,185.0,44.86,191.9199512817779,274.41354419410715,11470.423320891643
NGC2683,9.81,14.43,172.0,12.0,25.8,159.52,40.12,166.49890329969145,129.04471240471216,10021.191358666063
NGC2683,9.81,17.31,190.0,10.0,25.8,143.29,36.63,150.1313458275786,783.3956672443674,8759.155584099195
NGC2683,9.81,20.2,169.0,10.0,23.72,130.86,33.91,137.24746300023182,481.39276732673255,7652.479057918777
NGC2683,9.81,23.08,150.0,10.0,20.53,121.26,31.72,127.01034170491788,275.9260441941074,6688.751094889158
NGC2683,9.81,28.85,160.0,10.0,17.48,107.36,28.37,112.4125299955481,449.33875563258226,5107.728796437626
NGC2683,9.81,31.74,155.0,10.0,16.5,102.03,27.05,106.83666692666895,397.31967863894147,4462.392210411611
NGC2683,9.81,34.62,151.0,12.0,15.67,97.49,25.9,102.08162910142059,357.6066146735991,3900.413259194616
NGC2841,14.1,3.44,285.0,14.4,-0.57,163.4,239.5,289.9312589218348,0.0,24436.085726744186
NGC2841,14.1,3.77,297.0,13.6,-0.57,171.13,229.25,286.07929722368937,1689.0280371352783,24231.920197862375
NGC2841,14.1,4.13,303.0,8.47,-0.43,180.88,219.24,284.22515177232293,2669.506803874092,24011.139153485914
NGC2841,14.1,4.47,306.0,5.93,-0.1,188.37,210.91,282.78312361242496,3058.0995525727044,23804.471081017742
NGC2841,14.1,4.8,307.0,5.93,-0.19,194.64,203.54,281.6261658653187,3111.6047291666687,23605.58274503975
NGC2841,14.1,5.13,304.0,8.47,-0.28,200.57,196.88,281.0518416591501,2617.127153996103,23408.356137652718
NGC2841,14.1,5.48,308.0,8.47,-0.38,206.64,190.44,281.0117926351134,2900.797883211683,23200.976773131464
NGC2841,14.1,5.83,313.0,12.7,-0.48,211.29,184.57,280.55263213878425,3303.4683704974273,22995.434624370955
NGC2841,14.1,6.16,314.0,9.32,-0.53,215.14,179.57,280.233626461922,3257.3237987012963,22803.305855285264
NGC2841,14.1,6.51,315.0,6.78,3.83,221.84,174.68,282.3840592172299,2992.971290322582,22601.286753668544
